FileName	LinesWithCode	LinesWithComments	EmptyLines	TotalLines	Characters
3755296.java	4	4	3	11	216
8555704.java	64	11	12	87	3445
7228410.java	115	53	54	222	5066
3009423.java	32	3	14	49	1713
5045360.java	6	29	9	43	1717
5198331.java	22	5	4	31	933
4059888.java	72	0	16	88	1796
7109883.java	8	4	7	19	245
322380.java	1269	0	72	1341	39725
766222.java	90	0	17	107	4062
10293567.java	258	15	53	324	7178
1551966.java	4	7	4	15	251
4439898.java	35	19	4	58	2228
1564046.java	75	7	11	93	2641
456413.java	57	1	10	68	1676
2317825.java	5	6	5	16	284
1545632.java	30	20	12	62	1907
4310660.java	28	5	13	46	923
2828989.java	35	21	19	75	2856
3334004.java	63	0	21	84	3117
8257190.java	57	36	22	113	2908
10920058.java	81	53	29	163	4858
2591203.java	39	0	15	54	1863
7216906.java	150	6	35	191	7438
2617943.java	100	0	10	110	4725
5392611.java	1	6	2	9	216
1313978.java	77	4	19	100	2192
6444662.java	237	1	57	294	12250
3526797.java	10	0	4	14	219
5903203.java	1	4	4	9	133
4444148.java	6	20	8	34	899
7138101.java	46	5	4	55	2267
6054250.java	11	11	8	30	448
5197018.java	118	16	39	172	4251
9128563.java	9	9	4	22	744
8650480.java	44	46	26	116	4360
460178.java	77	6	4	87	2006
6276231.java	42	0	11	53	1217
1591467.java	44	9	16	69	2209
10650092.java	4	2	5	9	190
1998419.java	5	13	8	26	583
1262751.java	43	46	27	116	3099
3859299.java	54	18	13	85	3144
3576625.java	22	15	10	47	1470
6684749.java	12	16	11	39	1205
2773066.java	7	14	5	25	596
5486510.java	18	13	9	40	1159
2655602.java	9	37	12	58	1959
6973432.java	20	0	6	26	472
1041786.java	65	24	16	105	3954
902427.java	69	6	21	95	2843
3960677.java	15	5	6	26	481
3864226.java	50	27	31	108	2784
307917.java	39	5	13	57	1682
2460256.java	162	5	17	184	6753
7907481.java	8	0	5	13	147
111520.java	4	3	5	12	155
10458595.java	13	30	7	49	1653
3964117.java	10	2	4	16	209
9393376.java	119	18	40	177	3524
8979134.java	60	3	11	71	2822
6798460.java	46	2	7	53	1612
37080.java	8	11	7	26	640
7094671.java	10	5	10	25	366
2835206.java	25	8	11	42	1007
11320003.java	7	59	14	80	2592
2127502.java	138	3	23	164	6482
4510170.java	74	27	29	130	4110
10650629.java	8	57	9	74	3040
5957629.java	15	9	8	32	824
8733088.java	147	32	37	216	6028
3930014.java	5	7	4	16	344
4559703.java	1	2	2	5	47
6482592.java	22	40	11	72	2539
10744422.java	7	6	5	18	382
3828016.java	31	23	24	78	1566
1675559.java	29	5	11	45	1079
11094514.java	9	4	10	23	358
11142801.java	93	0	23	116	3262
5024999.java	103	331	138	560	16936
9608508.java	4	1	4	8	180
9787468.java	33	0	12	45	1345
10969790.java	5	7	6	18	245
335642.java	1373	29	115	1517	41970
4406791.java	45	0	12	57	1577
2511293.java	5	14	5	24	990
10758636.java	90	20	23	133	4191
4959951.java	7	39	12	58	1908
2043018.java	4	4	3	11	162
10967505.java	56	0	15	69	2965
5331808.java	25	36	15	75	2049
11981543.java	94	5	22	121	3991
3466315.java	51	0	12	63	2285
1796506.java	48	2	10	60	1973
8989696.java	41	37	20	98	2688
7073118.java	1248	3	146	1397	66174
8538031.java	217	10	41	266	7668
5067636.java	233	0	66	299	12270
11825355.java	42	14	17	73	1634
2643841.java	8	5	9	22	230
6052815.java	34	2	9	45	1003
4275179.java	71	73	55	199	4902
4524390.java	71	40	15	126	4930
10621047.java	38	4	10	52	1610
2873979.java	5	21	8	34	1046
2099651.java	12	16	9	37	1284
6430844.java	78	32	11	121	3807
3199663.java	98	16	26	140	4578
3314488.java	44	16	18	78	2421
1467346.java	6	11	7	24	704
6005632.java	16	16	13	45	1051
7553070.java	100	0	16	116	3297
91809.java	534	25	95	654	19434
4924508.java	57	0	13	70	1528
11430890.java	119	33	18	170	6507
10767705.java	34	5	4	43	1533
78451.java	263	0	27	290	11134
9165008.java	109	0	48	157	4538
1747689.java	7	43	12	62	2096
7049877.java	171	5	33	209	5591
7239676.java	156	1	35	191	5926
11038710.java	202	23	16	241	11679
8893989.java	58	7	21	86	2580
3781699.java	38	11	20	69	1447
1339355.java	6	2	4	12	299
5276452.java	59	4	13	75	1838
886983.java	14	34	11	59	1829
11857412.java	10	3	6	18	470
158147.java	32	7	15	54	1157
6018012.java	44	2	10	56	1699
5229550.java	16	3	5	24	666
4564656.java	23	32	14	69	2192
9967281.java	16	8	8	32	596
9423961.java	13	5	7	25	722
8387042.java	66	88	63	210	4041
11874670.java	411	14	54	470	13819
11657272.java	92	20	23	134	4634
3910417.java	19	0	3	22	555
8121902.java	11	14	6	30	484
4825855.java	126	5	28	159	4379
6033998.java	112	2	33	146	4079
10120044.java	8	5	4	17	292
4544087.java	23	25	12	59	1974
3554658.java	20	0	5	25	653
7826753.java	46	0	13	59	2085
11106398.java	274	16	37	327	13186
7310033.java	177	18	24	219	7049
2807041.java	7	25	7	39	1470
3170390.java	7	5	6	18	231
4954013.java	681	15	48	744	28275
4670568.java	18	5	4	27	714
797711.java	7	31	12	50	1538
6557640.java	58	44	25	125	3561
9450336.java	20	4	8	32	766
1447923.java	11	28	9	48	1512
7349397.java	8	6	5	19	432
9942777.java	66	11	18	95	2611
3884282.java	276	19	43	338	9537
8972563.java	10	17	6	32	602
9087187.java	131	2	31	164	4288
4888143.java	63	12	7	70	3370
9993393.java	62	0	17	79	1558
5571970.java	16	4	3	23	561
3116092.java	8	46	16	70	1086
2815930.java	9	14	6	29	946
1971535.java	155	3	34	191	5740
9546627.java	19	2	10	31	453
3226493.java	700	3	163	866	37290
78253.java	30	23	8	61	2174
6714598.java	479	77	95	651	15013
3476189.java	12	21	11	44	1162
6569431.java	22	1	4	26	527
751785.java	36	20	25	64	1251
9678784.java	19	84	19	122	3519
4412014.java	205	0	17	222	6213
5593551.java	26	16	10	52	1728
5219041.java	197	33	76	275	9487
1262795.java	16	5	5	26	453
3465839.java	5	3	5	13	174
1209235.java	438	5	77	520	18781
4097198.java	32	27	13	69	2344
4721544.java	59	2	20	81	2169
9000768.java	47	6	13	66	1666
10696234.java	16	7	5	28	671
2368444.java	744	0	36	780	20901
6616618.java	6	5	5	16	257
4269656.java	11	33	8	52	1504
10626040.java	26	20	13	59	1974
6664205.java	11	6	12	29	583
6287235.java	369	3	54	426	20123
10770920.java	457	27	37	521	21001
10586245.java	85	0	11	96	3140
5009844.java	13	0	6	19	486
1266580.java	83	0	14	97	1412
5586772.java	115	0	41	156	4665
4396395.java	198	0	45	243	7771
5400481.java	991	57	132	1180	39655
4454787.java	155	0	21	176	5322
11034767.java	11	3	9	23	465
491755.java	29	11	14	54	1356
317023.java	24	29	14	66	1854
9236413.java	37	139	73	249	5994
9518881.java	4	1	3	7	155
8010347.java	13	62	22	96	2253
164514.java	163	12	59	234	4428
8395037.java	16	37	17	70	1217
394900.java	7	16	8	31	1020
9655703.java	697	89	109	886	30628
6954331.java	46	0	14	60	1812
3542159.java	210	0	55	265	7554
6426239.java	7	11	8	26	452
3232484.java	24	9	10	43	874
2243416.java	5	5	4	14	288
77473.java	203	6	27	236	8146
11519141.java	11	4	7	22	295
9483355.java	11	179	12	202	7467
958042.java	123	16	40	179	4964
3011788.java	43	3	12	58	1472
7765381.java	8	17	8	33	665
6796676.java	258	25	33	316	8802
1919163.java	59	26	15	100	3038
1662687.java	56	0	10	66	2087
8846946.java	7	3	5	15	409
5517745.java	119	20	33	172	5800
3240335.java	7	4	5	16	398
1246347.java	25	5	7	37	959
9292582.java	4	1	3	7	167
5981905.java	30	5	9	44	1307
5980120.java	11	46	16	73	2122
2068519.java	40	13	11	63	1985
3594392.java	157	62	47	260	8837
1493389.java	182	1	56	238	5442
8486637.java	288	0	17	305	8270
6491961.java	19	0	5	24	656
1456839.java	58	1	11	69	2001
10145186.java	15	72	28	114	2270
1889361.java	220	25	23	268	6894
6099608.java	391	10	85	484	14327
614743.java	13	18	10	41	1305
4560172.java	6	29	9	43	1736
5211745.java	34	23	16	73	2657
9541072.java	22	0	3	25	829
1208856.java	24	20	13	57	1611
6778153.java	12	53	18	83	2322
9029440.java	33	41	20	94	1593
3522813.java	20	29	14	63	2108
4016517.java	10	31	12	53	1628
1823825.java	84	115	22	220	10124
6944527.java	74	0	17	91	3000
1176228.java	42	43	34	117	2880
9660782.java	79	0	11	90	2679
8800849.java	29	23	15	67	2260
6283977.java	39	13	9	61	1677
7164223.java	5	14	5	24	861
8950000.java	15	2	5	22	624
9961042.java	28	4	9	41	964
4960848.java	4	3	4	11	134
2121576.java	42	9	11	62	823
6120309.java	22	27	11	60	1977
9457214.java	31	5	4	40	1368
4318968.java	325	22	29	376	11309
833936.java	31	0	19	50	816
5444716.java	34	13	10	57	1542
1189578.java	29	4	6	38	1086
4120899.java	55	14	12	81	2044
2829951.java	60	22	23	104	3381
10386929.java	6	5	7	18	263
7342658.java	6	38	12	55	1906
5717939.java	45	5	14	64	2050
1708957.java	20	13	15	47	1067
7905371.java	70	7	17	93	3681
4152769.java	136	0	25	161	4580
9128293.java	46	5	17	68	1909
10060385.java	70	65	37	172	4546
6173190.java	131	25	27	182	4005
1758439.java	27	0	9	36	935
7416422.java	16	0	5	21	568
3375638.java	4	4	4	12	174
7130524.java	11	0	6	17	270
3498345.java	80	0	15	95	2844
2590959.java	299	0	55	354	10821
447071.java	189	16	41	246	7638
5784696.java	4	1	3	7	169
5951748.java	20	4	8	32	946
930501.java	9	2	8	19	353
4023902.java	52	29	11	92	2678
10569760.java	24	4	5	33	719
5658398.java	12	25	8	45	1635
3836026.java	9	0	6	15	223
7401541.java	90	2	14	102	3516
7806125.java	87	48	38	169	4838
10368151.java	49	2	12	63	1470
1302566.java	20	0	7	27	788
3913460.java	27	25	11	63	2354
1860041.java	1269	0	72	1341	39725
6239766.java	155	9	37	201	7909
6857398.java	8	5	7	20	392
11625283.java	121	4	21	146	4072
1275379.java	538	21	78	636	28269
11801589.java	6	2	6	14	163
428335.java	67	74	35	176	4180
1292939.java	12	2	3	17	340
8038456.java	602	3	69	674	14581
2953509.java	18	18	13	48	1495
416375.java	9	16	10	35	1087
8658491.java	109	0	14	123	3538
812341.java	25	5	14	44	1609
4370206.java	9	2	4	15	316
4086346.java	136	0	24	160	6151
11674592.java	46	6	14	66	1901
3573926.java	71	36	40	147	4859
4783423.java	21	13	12	46	1395
11988627.java	24	8	14	46	701
6051037.java	4	1	3	7	170
2547039.java	6	24	12	39	1310
2086728.java	6	2	4	12	295
5414797.java	133	20	46	198	4621
7423623.java	7	62	13	81	2090
7880577.java	62	0	14	76	2534
8058997.java	16	14	15	45	1229
11570035.java	18	3	9	30	507
7710704.java	17	4	9	30	633
3644903.java	179	4	20	203	7528
543870.java	1204	1	97	1302	56492
84351.java	226	0	51	277	8227
9915143.java	101	2	28	131	2246
10151082.java	13	22	21	50	1572
4069302.java	54	1	11	65	2297
726110.java	7	32	10	49	2018
2611177.java	147	0	42	189	4690
3453668.java	1	20	3	24	887
10836722.java	524	24	53	598	11903
573701.java	24	1	7	31	846
9325959.java	3	5	7	15	208
1389835.java	10	9	7	26	543
8782376.java	18	18	6	42	1259
8522058.java	59	0	20	79	2592
4136898.java	124	8	60	192	11665
1391583.java	95	0	23	118	3451
3245648.java	17	3	8	28	696
4104806.java	394	0	85	479	17034
3167360.java	1474	3	283	1760	56776
1675469.java	39	16	18	73	2226
2271045.java	810	4	151	965	31566
417605.java	11	4	12	27	478
2860185.java	31	25	14	70	1992
8167394.java	120	2	39	161	3513
1130843.java	32	5	9	46	1295
10457418.java	18	1	2	21	711
6001410.java	831	111	166	1082	38058
1144190.java	1	3	2	6	87
902485.java	6	4	4	14	252
9214140.java	30	2	6	38	1081
5039444.java	629	67	106	777	27368
643162.java	387	0	148	535	21606
4374750.java	190	5	30	225	8555
11885954.java	204	9	31	244	8959
8115966.java	8	2	3	13	413
10017608.java	11	2	8	21	375
7148019.java	6	15	7	28	911
1878176.java	20	10	11	41	1393
6187345.java	44	0	6	50	1907
10665576.java	3	2	5	8	183
4657560.java	27	27	23	77	1872
2612750.java	170	0	67	237	7735
8841197.java	28	36	10	74	2618
7394533.java	38	3	15	56	1175
5968425.java	26	0	8	34	482
5027276.java	4	3	3	10	201
2445537.java	18	5	4	27	706
2811727.java	174	0	8	182	6468
453573.java	27	15	17	59	2151
7181460.java	12	13	11	36	893
4778427.java	49	1	31	81	1510
10328634.java	329	9	133	462	7389
2057956.java	82	3	35	119	2974
1057503.java	3	3	2	8	182
10486868.java	43	7	7	57	2143
9730745.java	73	6	25	103	2465
197642.java	466	29	73	551	22724
8245313.java	103	1	16	120	4519
5311776.java	1395	72	240	1699	41976
5410466.java	37	11	25	73	1295
11825647.java	296	10	77	383	14871
8851523.java	112	29	33	174	3161
11765339.java	90	47	31	168	4390
5770187.java	20	10	9	39	650
6351253.java	5	12	7	24	424
9455127.java	259	1	37	297	6794
720553.java	148	17	38	203	6240
11249664.java	483	16	27	526	16940
1042955.java	11	40	24	75	1642
6673102.java	58	0	10	68	1895
9952353.java	54	0	14	68	2314
7685033.java	65	28	19	111	3779
8766998.java	3	3	4	10	94
2515724.java	38	1	11	50	1118
9529041.java	304	36	43	383	10287
1420406.java	72	2	9	83	3012
9352913.java	50	0	9	59	1386
8078423.java	35	30	12	77	1831
5705280.java	42	5	3	49	1683
5878005.java	7	0	3	10	267
1793740.java	17	12	13	42	827
3696639.java	34	61	17	112	2644
8219775.java	18	5	4	27	719
2438763.java	116	64	26	206	6739
6636982.java	122	3	27	151	3887
1976887.java	32	0	12	44	1139
4510662.java	78	0	11	89	2531
5293072.java	81	0	24	105	3611
3492401.java	188	1	74	263	5209
8616237.java	34	6	11	51	1564
965115.java	27	31	17	70	1664
3714886.java	71	0	22	93	3512
8832489.java	12	16	9	37	1279
2456826.java	1	2	2	5	91
5826720.java	28	2	8	38	1267
3673380.java	234	44	55	333	11285
9843980.java	14	5	14	33	492
5187006.java	38	5	16	59	1584
6539079.java	21	3	9	32	1028
10823822.java	11	2	9	22	416
2670023.java	27	16	11	54	1930
3010786.java	192	14	27	233	8994
9892387.java	6	36	11	53	1372
1864031.java	166	30	34	230	6472
6570044.java	5	3	6	14	163
898477.java	24	3	9	36	596
9007834.java	68	2	23	93	2672
1786664.java	6	2	5	13	223
3036689.java	6	10	7	23	421
8557781.java	295	26	70	391	10227
2097365.java	63	17	18	97	3871
5631328.java	11	5	4	20	484
8117944.java	35	8	7	50	1228
10444567.java	503	29	79	611	22135
1366729.java	42	16	14	72	1650
584816.java	171	10	25	206	5356
1030393.java	0	2	2	4	25
5816492.java	132	14	76	214	5331
1674304.java	93	0	18	111	1853
3066817.java	18	54	25	97	2948
1641176.java	24	6	7	37	862
11153492.java	18	11	10	39	611
10106022.java	83	0	12	95	2521
7152572.java	20	3	5	28	789
5967834.java	20	10	9	39	654
3355226.java	43	4	19	66	1107
2013520.java	28	14	9	51	1650
1748986.java	7	7	10	21	610
1557795.java	8	32	11	51	1723
3870190.java	1	2	2	5	107
98175.java	92	22	17	131	4470
8114562.java	4	14	5	23	758
951877.java	4	20	7	31	871
5529581.java	7	2	4	13	192
4586244.java	810	2159	511	3480	204242
2476537.java	200	0	22	222	6702
2107529.java	201	0	31	232	6334
3736865.java	53	0	10	63	1960
6833214.java	48	0	14	62	1907
267529.java	22	28	18	67	1810
10359692.java	49	3	9	61	1285
1265385.java	10	1	4	14	338
9378770.java	4	9	6	19	398
7598129.java	69	4	15	88	1768
10969413.java	7	5	7	19	357
11561310.java	296	10	77	383	14871
9468104.java	21	13	10	44	1601
451098.java	196	19	36	251	6819
4591218.java	41	2	10	53	1456
1450261.java	55	1	14	69	2250
3611503.java	4	1	3	7	174
5077422.java	7	14	9	30	1171
7071398.java	27	0	12	39	1284
11813390.java	15	19	10	44	1424
3942505.java	4	16	6	26	751
2466395.java	52	0	5	57	1416
3554960.java	10	23	15	48	1323
2912761.java	5	20	9	33	957
2682672.java	66	16	19	101	3322
10969813.java	16	2	7	25	559
9599112.java	218	2	51	271	8559
10993769.java	3	2	5	8	172
7378231.java	4	1	3	7	165
9633228.java	38	6	7	51	2123
2476250.java	206	21	30	257	8023
2715153.java	238	0	69	307	9820
10386851.java	6	4	7	17	232
496023.java	24	1	7	31	846
5497772.java	40	30	27	93	1603
4575642.java	167	85	17	233	7579
289759.java	865	2	171	1038	36805
3751540.java	25	8	11	44	1579
781294.java	2703	44	349	3096	121813
1655932.java	125	0	27	152	4831
11202640.java	85	17	27	129	3532
10316248.java	18	2	10	30	646
9660383.java	257	1	53	309	8947
11605772.java	231	26	26	283	6695
3610260.java	18	20	14	51	1774
137983.java	17	0	4	21	514
11514131.java	21	72	19	109	3529
10158461.java	34	19	18	71	1666
2420132.java	364	4	67	434	12693
6704888.java	13	12	11	35	645
237412.java	1907	39	318	2263	79216
1710135.java	132	6	23	161	6181
7413182.java	47	11	18	76	2655
9783557.java	37	6	11	54	766
3580295.java	46	32	20	96	1929
6121232.java	4	31	7	42	1397
10813862.java	11	7	11	29	290
2052389.java	60	0	8	68	1991
4217724.java	3	21	6	30	706
9998455.java	116	10	18	144	4661
7399993.java	110	20	40	169	2458
238737.java	76	0	12	88	3491
6876766.java	4	1	3	7	167
9351692.java	53	1	5	59	2086
1807649.java	555	0	118	673	16826
4039275.java	24	0	9	33	807
2152584.java	695	4	135	834	26493
171434.java	385	3	63	451	13194
8243451.java	150	32	28	209	6804
1664749.java	286	40	72	397	10881
8163341.java	144	5	32	181	4663
6833510.java	32	26	18	75	2166
2034494.java	6	10	8	24	516
5300416.java	295	29	60	384	11436
3043627.java	9	3	4	16	270
6128362.java	58	0	15	73	2802
8946058.java	3	2	3	8	94
6684644.java	4	1	3	7	171
1482710.java	38	8	17	60	922
65596.java	9	19	8	36	1036
5877886.java	0	13	6	19	626
7718943.java	77	69	35	159	5404
2491375.java	7	5	7	19	405
10732818.java	33	13	13	59	2012
3429099.java	78	0	19	97	2669
2655722.java	8	64	9	81	2747
3746960.java	113	4	21	138	3868
4512772.java	18	5	4	27	718
2777494.java	14	23	17	54	1542
3933138.java	5	4	6	15	152
11965029.java	44	5	6	55	1284
6661191.java	14	4	5	23	606
5654589.java	7	39	10	56	2409
8227943.java	56	1	10	67	1694
5750586.java	6	4	6	16	325
1243059.java	10	1	4	14	338
361071.java	6	24	11	41	962
8350260.java	26	11	15	52	1530
4048307.java	10	12	13	35	940
2065867.java	35	0	11	46	1303
7697034.java	4	1	3	7	175
10904467.java	12	35	9	56	2090
8020689.java	1	2	2	5	59
11204953.java	11	38	11	60	1945
9674029.java	9	26	9	43	1710
7686342.java	53	31	45	124	2668
7261173.java	83	4	25	112	2279
2199015.java	87	2	17	106	2538
6660466.java	5	17	7	29	563
5808532.java	6	10	9	25	604
7488148.java	63	21	21	103	3233
2149636.java	32	1	16	48	1426
3649573.java	116	9	30	155	4449
6691570.java	9	10	10	29	522
6568071.java	62	0	11	73	1742
162130.java	14	10	8	32	610
10852607.java	47	17	20	84	2324
9026875.java	256	6	26	288	6779
944670.java	117	5	14	135	4663
426104.java	8	17	8	33	972
11830787.java	124	37	74	205	5206
8147978.java	194	19	28	241	8588
6918376.java	4	1	3	7	166
821061.java	396	0	56	452	10351
10347016.java	27	10	13	50	1498
1668810.java	86	13	15	114	3781
10976921.java	25	32	20	77	2049
11673562.java	17	4	9	30	539
7894407.java	30	43	17	90	2570
198799.java	32	146	47	225	7599
10409174.java	178	0	25	203	6851
10238423.java	48	68	31	147	4450
1796559.java	95	37	16	148	4038
2815895.java	1040	76	107	1220	52400
8675210.java	61	7	19	86	2332
11154618.java	37	27	16	76	2843
5016272.java	68	447	136	633	12593
8131298.java	6	4	4	14	275
2304663.java	74	8	15	97	3645
4558678.java	65	16	33	112	2712
1367797.java	38	32	22	88	1978
8941017.java	10	26	9	45	1920
3987801.java	125	5	19	149	3449
1021149.java	121	23	19	163	3867
6388476.java	166	0	34	200	7060
8918477.java	62	21	17	100	1917
10437115.java	41	17	15	72	1747
7056185.java	17	0	5	22	555
6256232.java	69	8	14	91	2575
10624243.java	8	18	9	35	1422
1221599.java	15	5	4	24	615
5909259.java	30	6	9	45	1406
885279.java	18	9	9	36	1122
629719.java	53	18	25	95	3377
5395783.java	3	5	3	11	181
2121315.java	15	61	14	84	2685
5539289.java	45	33	18	96	3458
1148691.java	6	10	9	25	511
10361783.java	91	2	13	106	3322
3165801.java	5	9	6	20	444
5059620.java	13	23	8	44	1546
9177328.java	20	37	13	70	1623
8823797.java	804	22	100	926	30245
3010525.java	24	0	6	30	704
5234401.java	29	3	8	40	1273
5674078.java	66	6	17	89	2630
6738241.java	29	4	9	42	951
341035.java	4	5	8	17	251
11800691.java	23	7	10	40	811
3817750.java	33	0	7	40	723
6043778.java	93	22	44	159	4383
1601624.java	15	26	7	48	1572
6760068.java	9	10	7	22	429
1307096.java	19	2	10	31	749
5061554.java	67	21	19	107	3095
7009833.java	1239	19	121	1377	48350
2378114.java	13	2	4	19	416
8708211.java	134	11	46	190	5430
5239442.java	11	6	7	24	443
4090656.java	19	19	12	50	1289
8793586.java	41	18	22	81	2417
1964547.java	15	5	4	24	634
7998228.java	8	5	4	17	384
8052222.java	22	11	12	45	858
3416429.java	7	0	4	11	216
4878221.java	25	7	11	43	953
10970885.java	25	8	11	44	1579
2633703.java	321	8	73	400	9159
9357886.java	74	18	21	97	2978
4471799.java	183	8	43	234	7424
1639600.java	9	56	15	80	2689
21877.java	59	2	17	78	2390
5526910.java	93	15	18	125	2984
9194685.java	39	3	14	56	1246
5867567.java	23	1	8	32	404
5247565.java	24	15	10	49	1509
7799409.java	125	0	26	151	4515
8131123.java	12	16	9	37	1292
2953788.java	279	0	116	395	18855
537657.java	9	16	10	35	1213
3832400.java	650	1	21	672	18071
11061813.java	86	11	33	130	3224
9496125.java	30	45	16	90	2525
7642495.java	5	8	9	22	273
2717839.java	20	10	9	39	646
3329546.java	18	16	8	42	1521
2673959.java	12	8	7	26	844
4472779.java	9	31	13	53	1516
8962549.java	3	11	5	18	279
395097.java	68	17	25	110	2688
11694013.java	15	40	15	70	2143
2123680.java	11	5	8	24	501
3719180.java	19	21	11	39	860
1282624.java	79	30	14	121	4900
9832726.java	12	20	7	39	1014
3444459.java	13	22	13	48	1434
9722182.java	112	6	27	145	4378
4064771.java	138	2	36	176	5926
9376221.java	51	6	10	67	1985
6077093.java	6	6	4	16	298
9514597.java	58	22	26	106	2263
4775923.java	23	9	9	40	975
5308137.java	1	6	3	10	215
1112058.java	81	22	17	120	2815
2234107.java	263	3	30	296	10314
1881031.java	186	26	38	241	6368
179670.java	55	7	15	77	1793
5396053.java	12	16	9	37	1289
7294193.java	15	19	13	47	1393
9112931.java	699	9	87	795	29728
4428133.java	1061	21	179	1261	47456
8835445.java	7	18	10	35	885
4095340.java	335	332	132	799	21456
10593850.java	14	21	21	49	1162
972925.java	17	38	17	72	1847
1240654.java	144	5	38	186	5810
1550350.java	131	0	11	142	8607
472940.java	109	5	21	134	4224
1394001.java	84	0	23	107	2635
